units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update
64,0.28,468.01,5,432,0.01,Clothing,Europe,0.1173,1.93,226.39,May-2024
75,0.01,958.95,35,378,0.09,Clothing,North America,0.1941,0.28,54.35,Dec-2023
59,0.29,577.97,18,211,0.09,Books,Europe,0.148,0.93,137.64,May-2024
61,0.22,28.03,33,130,0.25,Home Appliances,Europe,0.0452,0.52,23.5,Jul-2024
61,0.1,821.75,49,472,0.1,Home Appliances,Europe,0.0933,0.33,30.79,Feb-2024
66,0.13,332.94,30,148,0.2,Books,North America,0.0329,1.59,52.31,Feb-2024
69,0.13,346.8,4,197,0.02,Home Appliances,North America,0.0226,1.09,24.63,Oct-2024
66,0.05,138.56,41,462,0.09,Books,North America,0.068,0.42,28.56,Jan-2024
65,0.25,680.8,11,66,0.17,Toys,Europe,0.1047,0.34,35.6,Jun-2024
73,0.05,755.33,27,45,0.6,Home Appliances,North America,0.1777,0.94,167.04,Oct-2024
179,0.03,662.43,27,197,0.14,Toys,Asia,0.124,0.8,99.2,Nov-2024
74,0.03,904.47,7,54,0.13,Clothing,North America,0.1419,1.69,239.81,Mar-2024
70,0.29,415.39,30,291,0.1,Home Appliances,North America,0.0753,0.13,9.79,Nov-2024
62,0.16,1108.83,18,73,0.25,Toys,Asia,0.1292,0.84,108.53,Feb-2024
65,0.15,803.44,34,355,0.1,Toys,Europe,0.1751,1.75,306.42,Jul-2024
60,0.22,521.55,10,458,0.02,Home Appliances,Europe,0.0372,1.32,49.1,Oct-2024
79,0.15,705.79,16,325,0.05,Toys,North America,0.1476,1.52,224.35,Sep-2024
68,0.22,772.4,32,357,0.09,Electronics,Europe,0.1886,0.69,130.13,Dec-2023
59,0.04,389.22,23,489,0.05,Books,Europe,0.019,0.44,8.36,Jan-2024
74,0.24,255.82,0,52,0.0,Clothing,North America,0.1132,1.54,174.33,Nov-2024
53,0.28,258.38,35,415,0.08,Home Appliances,Asia,0.1185,0.88,104.28,Feb-2024
68,0.01,1393.88,0,274,0.0,Books,North America,0.1166,0.79,92.11,Apr-2024
56,0.07,387.18,29,342,0.08,Books,Europe,0.1668,1.29,215.17,Feb-2024
63,0.12,1307.14,3,332,0.01,Electronics,Asia,0.0763,0.12,9.16,Sep-2024
58,0.26,1015.25,37,15,2.47,Books,Europe,0.112,0.49,54.88,Apr-2024
63,0.0,1190.76,18,49,0.37,Electronics,Asia,0.1602,1.68,269.14,Feb-2024
71,0.08,1634.47,20,109,0.18,Electronics,Europe,0.1909,1.07,204.26,Mar-2024
72,0.14,421.65,12,402,0.03,Home Appliances,North America,0.0202,1.84,37.17,Jan-2024
58,0.26,218.58,49,283,0.17,Books,Europe,0.0597,0.68,40.6,Aug-2024
70,0.12,1334.04,14,355,0.04,Books,North America,0.0496,1.26,62.5,Oct-2024
60,0.2,672.43,30,43,0.7,Toys,Asia,0.1577,0.27,42.58,Apr-2024
61,0.15,106.49,10,213,0.05,Clothing,Europe,0.0179,0.82,14.68,Mar-2024
61,0.21,153.11,0,411,0.0,Clothing,Europe,0.1213,1.32,160.12,Oct-2024
60,0.13,345.58,34,141,0.24,Home Appliances,Europe,0.1917,1.28,245.38,Aug-2024
75,0.12,1202.41,47,132,0.36,Clothing,North America,0.1761,1.4,246.54,Jul-2024
73,0.09,1659.08,28,243,0.12,Home Appliances,North America,0.1504,0.11,16.54,Jun-2024
53,0.21,1112.29,37,347,0.11,Books,Asia,0.0275,0.21,5.78,Aug-2024
54,0.09,39.24,14,294,0.05,Books,Asia,0.086,0.26,22.36,Nov-2024
76,0.14,267.14,40,124,0.32,Toys,North America,0.1388,0.77,106.88,Jan-2024
68,0.16,49.83,3,289,0.01,Toys,Europe,0.0736,0.76,55.94,Oct-2024
61,0.3,312.6,33,96,0.34,Clothing,Europe,0.0223,0.91,20.29,Oct-2024
72,0.18,212.45,3,263,0.01,Home Appliances,North America,0.0754,0.2,15.08,May-2024
67,0.17,82.57,30,77,0.39,Electronics,Europe,0.0129,0.6,7.74,Feb-2024
79,0.16,122.02,9,149,0.06,Electronics,North America,0.1009,1.05,105.94,Oct-2024
59,0.13,1695.32,44,226,0.19,Clothing,Asia,0.023,0.42,9.66,Apr-2024
57,0.09,453.25,21,273,0.08,Books,Europe,0.0872,0.29,25.29,Sep-2024
58,0.21,331.6,22,324,0.07,Toys,Asia,0.0871,1.93,168.1,Jul-2024
69,0.02,869.06,17,462,0.04,Electronics,Europe,0.0292,0.28,8.18,Sep-2024
67,0.05,636.35,25,486,0.05,Books,North America,0.1441,0.28,40.35,Jan-2024
69,0.06,975.64,29,43,0.67,Toys,Europe,0.081,0.57,46.17,Dec-2024
64,0.22,503.76,33,137,0.24,Electronics,Asia,0.028,0.57,15.96,Mar-2024
75,0.21,692.29,23,403,0.06,Clothing,North America,0.1758,1.87,328.75,Oct-2024
77,0.03,529.3,20,206,0.1,Clothing,North America,0.1549,0.45,69.7,Sep-2024
61,0.01,488.09,42,294,0.14,Home Appliances,Europe,0.1156,0.43,49.71,Jul-2024
67,0.2,559.58,45,51,0.88,Toys,Europe,0.047,0.47,22.09,May-2024
77,0.0,165.08,46,359,0.13,Toys,North America,0.1305,0.77,100.48,Mar-2024
60,0.24,721.18,32,117,0.27,Books,Europe,0.199,0.15,29.85,Apr-2024
80,0.02,346.1,5,294,0.02,Toys,North America,0.1264,0.23,29.07,Jul-2024
81,0.23,222.67,37,96,0.39,Electronics,North America,0.1158,0.53,61.37,Jul-2024
69,0.01,647.7,6,332,0.02,Electronics,Europe,0.0797,0.62,49.41,Oct-2024
84,0.05,940.76,49,162,0.3,Electronics,North America,0.0523,1.34,70.08,May-2024
61,0.29,427.97,27,328,0.08,Home Appliances,Europe,0.0894,1.57,140.36,Mar-2024
64,0.03,383.33,41,37,1.11,Electronics,Asia,0.1283,0.35,44.9,Nov-2024
67,0.17,179.77,15,158,0.09,Books,North America,0.0966,1.78,171.95,May-2024
81,0.0,474.0,21,211,0.1,Electronics,North America,0.1077,0.36,38.77,Aug-2024
55,0.25,559.76,36,202,0.18,Home Appliances,Asia,0.0259,0.79,20.46,May-2024
54,0.04,1317.08,25,457,0.05,Books,Asia,0.0296,0.83,24.57,Jul-2024
77,0.21,73.99,28,496,0.06,Clothing,North America,0.1939,0.4,77.56,Jan-2024
66,0.09,175.56,28,12,2.33,Electronics,Asia,0.0426,1.69,71.99,Dec-2024
82,0.01,879.42,10,337,0.03,Electronics,North America,0.1084,0.63,68.29,Mar-2024
60,0.11,1129.3,30,437,0.07,Books,Europe,0.0712,1.18,84.02,Jan-2024
66,0.23,586.56,41,387,0.11,Clothing,Europe,0.0678,1.09,73.9,Sep-2024
63,0.01,1895.06,27,119,0.23,Toys,Asia,0.1606,1.94,311.56,Sep-2024
55,0.01,702.5,0,20,0.0,Home Appliances,Asia,0.1303,0.75,97.72,Oct-2024
71,0.15,312.77,40,430,0.09,Books,North America,0.0825,1.02,84.15,Feb-2024
60,0.09,558.08,43,216,0.2,Clothing,Asia,0.0939,0.8,75.12,Aug-2024
81,0.11,108.85,29,254,0.11,Electronics,North America,0.1836,0.25,45.9,Nov-2024
53,0.14,32.53,24,62,0.39,Books,Asia,0.0274,1.18,32.33,Jun-2024
74,0.02,116.32,9,71,0.13,Clothing,North America,0.0117,1.45,16.96,Jun-2024
62,0.28,842.79,16,142,0.11,Toys,Asia,0.128,0.96,122.88,Mar-2024
59,0.3,1019.97,33,91,0.36,Clothing,Asia,0.1002,1.37,137.27,Dec-2024
69,0.27,494.11,45,41,1.1,Electronics,Europe,0.1066,0.56,59.7,Sep-2024
81,0.17,92.31,0,32,0.0,Electronics,North America,0.0176,1.68,29.57,Aug-2024
59,0.2,774.91,5,486,0.01,Clothing,Asia,0.0422,1.51,63.72,Dec-2024
62,0.16,1027.33,41,443,0.09,Toys,Asia,0.0514,1.51,77.61,Jul-2024
60,0.18,389.3,38,431,0.09,Home Appliances,Europe,0.0809,1.04,84.14,Feb-2024
59,0.22,335.87,22,443,0.05,Toys,Asia,0.0658,1.55,101.99,Nov-2024
65,0.1,670.6,3,317,0.01,Clothing,Europe,0.1252,0.11,13.77,Aug-2024
71,0.28,406.04,47,205,0.23,Electronics,Europe,0.1482,1.23,182.29,May-2024
60,0.08,298.34,32,420,0.08,Home Appliances,Europe,0.1672,1.59,265.85,Sep-2024
72,0.23,673.36,45,260,0.17,Home Appliances,North America,0.1455,0.16,23.28,Jun-2024
66,0.19,964.0,35,138,0.25,Clothing,Europe,0.1827,1.8,328.86,Jan-2024
63,0.3,204.06,45,121,0.37,Toys,Asia,0.1424,0.75,106.8,Oct-2024
68,0.26,1089.38,39,171,0.23,Toys,Europe,0.1976,1.48,292.45,Nov-2024
69,0.28,887.5,18,481,0.04,Toys,Europe,0.1468,1.03,151.2,Aug-2024
71,0.09,806.99,2,164,0.01,Electronics,Europe,0.1136,1.4,159.04,Aug-2024
78,0.06,1757.84,31,149,0.21,Clothing,North America,0.0226,1.65,37.29,Mar-2024
54,0.2,214.68,33,347,0.1,Home Appliances,Asia,0.0857,1.89,161.97,Aug-2024
63,0.05,775.5,15,121,0.12,Electronics,Asia,0.1759,0.91,160.07,Feb-2024
63,0.22,1148.26,4,444,0.01,Toys,Asia,0.1036,1.4,145.04,May-2024
73,0.27,542.77,13,169,0.08,Electronics,Europe,0.1484,0.51,75.68,Jul-2024
80,0.0,36.8,24,356,0.07,Toys,North America,0.0458,1.97,90.23,May-2024
72,0.21,582.83,1,496,0.0,Books,North America,0.1904,0.98,186.59,Feb-2024
64,0.02,1840.36,11,424,0.03,Home Appliances,Europe,0.0389,1.49,57.96,Aug-2024
58,0.26,107.93,18,456,0.04,Clothing,Asia,0.032,0.16,5.12,Jul-2024
62,0.23,35.05,6,109,0.06,Toys,Asia,0.0883,0.66,58.28,Jan-2024
56,0.1,381.56,47,254,0.19,Home Appliances,Asia,0.096,1.48,142.08,Jan-2024
87,0.03,1777.82,18,391,0.05,Electronics,North America,0.1741,0.65,113.16,Jan-2024
64,0.13,140.59,40,301,0.13,Electronics,Asia,0.0264,1.25,33.0,Nov-2024
67,0.23,356.73,5,88,0.06,Electronics,Asia,0.0894,0.33,29.5,Feb-2024
60,0.03,112.33,34,228,0.15,Toys,Asia,0.1765,0.2,35.3,Oct-2024
66,0.21,718.18,5,316,0.02,Clothing,Europe,0.1317,0.14,18.44,Dec-2024
62,0.06,656.44,16,415,0.04,Toys,Asia,0.1488,0.48,71.42,May-2024
66,0.12,535.97,7,367,0.02,Electronics,Asia,0.0431,1.92,82.75,May-2024
70,0.03,965.5,16,240,0.07,Toys,Europe,0.0875,0.57,49.87,Jan-2024
80,0.01,1693.85,17,119,0.14,Clothing,North America,0.1358,1.26,171.11,Jan-2024
58,0.12,122.74,4,223,0.02,Home Appliances,Asia,0.1413,1.1,155.43,May-2024
80,0.27,1365.13,6,106,0.06,Clothing,North America,0.1875,0.38,71.25,Mar-2024
76,0.22,1432.24,27,78,0.35,Home Appliances,North America,0.1898,1.8,341.64,Nov-2024
61,0.02,447.7,37,430,0.09,Clothing,Asia,0.1985,1.12,222.32,Mar-2024
62,0.27,139.72,42,183,0.23,Home Appliances,Europe,0.1217,1.39,169.16,Nov-2024
57,0.07,1140.66,43,474,0.09,Home Appliances,Asia,0.1306,1.58,206.35,Nov-2024
59,0.17,779.24,37,462,0.08,Clothing,Asia,0.1814,0.14,25.4,Sep-2024
59,0.06,542.0,4,189,0.02,Books,Europe,0.1418,0.54,76.57,Mar-2024
61,0.14,1204.17,37,471,0.08,Books,Europe,0.0278,1.81,50.32,Apr-2024
62,0.04,854.73,26,81,0.32,Home Appliances,Europe,0.135,0.62,83.7,Jul-2024
80,0.15,434.79,18,259,0.07,Toys,North America,0.0387,0.45,17.42,Oct-2024
62,0.23,426.24,21,231,0.09,Toys,Asia,0.1031,0.41,42.27,Nov-2024
84,0.28,621.81,31,74,0.42,Electronics,North America,0.1914,1.33,254.56,Jun-2024
68,0.04,1207.83,21,264,0.08,Electronics,Asia,0.0772,0.52,40.14,Apr-2024
59,0.12,408.17,44,106,0.42,Clothing,Asia,0.0523,0.28,14.64,Jan-2024
73,0.26,322.48,24,160,0.15,Electronics,Europe,0.0668,1.04,69.47,Aug-2024
83,0.06,247.79,25,350,0.07,Toys,North America,0.1712,0.87,148.94,May-2024
62,0.28,224.38,29,265,0.11,Clothing,Asia,0.1741,1.17,203.7,Oct-2024
81,0.05,885.78,42,82,0.51,Clothing,North America,0.0567,1.15,65.2,Feb-2024
64,0.14,546.91,45,72,0.62,Home Appliances,Europe,0.1183,0.9,106.47,Mar-2024
59,0.19,1075.0,12,60,0.2,Home Appliances,Asia,0.0425,1.95,82.88,Apr-2024
60,0.19,256.46,8,288,0.03,Clothing,Asia,0.0524,0.71,37.2,Feb-2024
59,0.27,358.89,46,306,0.15,Books,Europe,0.0969,1.26,122.09,Dec-2023
54,0.14,398.52,43,343,0.13,Books,Asia,0.1616,1.23,198.77,Sep-2024
65,0.08,1263.64,10,249,0.04,Toys,Asia,0.0788,0.32,25.22,Jun-2024
88,0.11,851.77,36,468,0.08,Electronics,North America,0.0169,1.03,17.41,Mar-2024
62,0.16,943.96,37,220,0.17,Books,Europe,0.0958,0.94,90.05,Jun-2024
58,0.06,138.24,22,340,0.06,Home Appliances,Asia,0.0649,1.47,95.4,Jul-2024
76,0.02,426.39,24,399,0.06,Home Appliances,North America,0.1155,1.29,149.0,Sep-2024
67,0.02,1114.55,8,81,0.1,Clothing,Europe,0.0543,1.61,87.42,Nov-2024
65,0.05,691.26,3,115,0.03,Toys,Asia,0.0434,1.42,61.63,Sep-2024
75,0.06,1573.37,41,107,0.38,Electronics,Europe,0.0888,0.96,85.25,May-2024
84,0.13,115.88,29,117,0.25,Electronics,North America,0.0525,0.38,19.95,May-2024
63,0.06,887.45,49,294,0.17,Home Appliances,Europe,0.03,1.89,56.7,Dec-2024
72,0.15,832.47,26,95,0.27,Electronics,Europe,0.109,0.52,56.68,Dec-2023
65,0.1,1196.96,19,466,0.04,Home Appliances,Europe,0.1604,1.44,230.98,Dec-2023
64,0.23,415.68,11,304,0.04,Home Appliances,Europe,0.1028,1.68,172.7,Jul-2024
68,0.11,99.29,12,388,0.03,Electronics,Asia,0.142,1.67,237.14,Sep-2024
62,0.21,1132.67,15,250,0.06,Books,Europe,0.0318,0.95,30.21,Jul-2024
71,0.16,356.64,48,160,0.3,Electronics,Europe,0.1397,0.7,97.79,Nov-2024
77,0.27,236.75,12,351,0.03,Clothing,North America,0.1344,0.29,38.98,May-2024
74,0.03,1531.98,33,95,0.35,Books,North America,0.196,0.48,94.08,Feb-2024
64,0.29,794.85,24,37,0.65,Home Appliances,Europe,0.0895,1.28,114.56,Mar-2024
80,0.17,50.8,9,324,0.03,Toys,North America,0.0592,0.35,20.72,Aug-2024
66,0.04,265.42,21,483,0.04,Electronics,Asia,0.1573,1.39,218.65,Oct-2024
88,0.15,687.45,18,467,0.04,Electronics,North America,0.0737,1.99,146.66,Feb-2024
73,0.03,383.33,34,360,0.09,Electronics,Europe,0.1679,1.21,203.16,Apr-2024
75,0.13,567.03,21,442,0.05,Home Appliances,North America,0.1222,0.38,46.44,Dec-2023
72,0.11,1712.08,10,169,0.06,Toys,Europe,0.188,0.36,67.68,Apr-2024
62,0.04,78.57,46,242,0.19,Toys,Asia,0.1854,1.93,357.82,Nov-2024
66,0.15,194.16,36,387,0.09,Clothing,Europe,0.0855,0.89,76.1,Oct-2024
64,0.29,648.27,41,364,0.11,Home Appliances,Europe,0.0549,0.39,21.41,Feb-2024
57,0.22,470.17,22,455,0.05,Home Appliances,Asia,0.1413,1.25,176.62,May-2024
70,0.12,860.41,21,376,0.06,Toys,Europe,0.127,0.64,81.28,Jul-2024
67,0.15,268.0,21,317,0.07,Clothing,Europe,0.0393,0.66,25.94,Sep-2024
86,0.28,284.08,19,89,0.21,Toys,North America,0.1745,0.85,148.32,Aug-2024
64,0.25,287.17,35,53,0.66,Home Appliances,Europe,0.109,1.67,182.03,Nov-2024
63,0.18,217.76,8,232,0.03,Clothing,Asia,0.0238,0.8,19.04,Jul-2024
88,0.11,579.04,12,81,0.15,Electronics,North America,0.1546,1.33,205.62,Oct-2024
82,0.26,420.23,16,481,0.03,Clothing,North America,0.1461,0.74,108.11,Feb-2024
67,0.03,861.65,33,35,0.94,Electronics,Asia,0.1469,1.27,186.56,Jul-2024
67,0.17,814.13,45,287,0.16,Clothing,Europe,0.1712,0.66,112.99,Jan-2024
70,0.15,792.54,33,153,0.22,Clothing,Europe,0.1013,0.69,69.9,Jun-2024
66,0.27,148.2,45,327,0.14,Electronics,Asia,0.0716,1.32,94.51,Dec-2023
81,0.14,819.82,47,403,0.12,Clothing,North America,0.1969,1.42,279.6,Feb-2024
76,0.17,143.62,3,110,0.03,Home Appliances,North America,0.1259,1.59,200.18,Aug-2024
60,0.08,363.25,30,372,0.08,Books,Europe,0.0784,1.24,97.22,Jan-2024
62,0.23,908.41,0,327,0.0,Clothing,Asia,0.1788,1.35,241.38,Jun-2024
60,0.02,48.13,41,174,0.24,Books,Europe,0.0585,0.7,40.95,Dec-2023
65,0.17,1008.92,45,401,0.11,Toys,Asia,0.1851,0.17,31.47,Aug-2024
57,0.18,305.53,15,82,0.18,Home Appliances,Asia,0.1907,1.97,375.68,Aug-2024
62,0.01,1136.59,15,342,0.04,Books,Europe,0.0174,1.12,19.49,May-2024
67,0.28,515.76,6,360,0.02,Electronics,Asia,0.0455,0.51,23.2,Dec-2023
67,0.25,151.17,40,226,0.18,Toys,Asia,0.0927,0.51,47.28,Jun-2024
65,0.06,809.53,44,39,1.13,Toys,Asia,0.1289,1.6,206.24,Apr-2024
72,0.21,186.0,16,86,0.19,Toys,Europe,0.1677,1.75,293.47,Jul-2024
68,0.05,895.28,14,64,0.22,Home Appliances,Europe,0.1094,1.03,112.68,Oct-2024
62,0.2,233.68,38,310,0.12,Clothing,Asia,0.1207,1.06,127.94,Mar-2024
72,0.2,472.06,36,391,0.09,Toys,Europe,0.1005,0.14,14.07,Jan-2024
88,0.17,293.95,34,211,0.16,Electronics,North America,0.0414,0.42,17.39,Aug-2024
68,0.18,672.27,16,324,0.05,Electronics,Asia,0.1083,1.93,209.02,Feb-2024
61,0.21,59.38,36,419,0.09,Clothing,Asia,0.1691,1.02,172.48,Nov-2024
72,0.09,576.7,41,368,0.11,Toys,Europe,0.0475,0.62,29.45,May-2024
57,0.04,943.93,34,323,0.11,Books,Asia,0.1736,1.78,309.01,Dec-2023
66,0.02,1406.94,43,193,0.22,Toys,Asia,0.176,1.88,330.88,Apr-2024
68,0.14,107.55,8,256,0.03,Clothing,Europe,0.1502,0.53,79.61,Feb-2024
65,0.15,202.38,11,351,0.03,Toys,Asia,0.0125,1.67,20.88,Jul-2024
64,0.19,22.1,1,296,0.0,Home Appliances,Europe,0.0236,1.83,43.19,Nov-2024
81,0.14,418.08,7,93,0.08,Clothing,North America,0.0131,1.14,14.93,Apr-2024
64,0.28,1079.37,40,293,0.14,Books,Europe,0.18,0.19,34.2,Jun-2024
75,0.19,1095.35,39,472,0.08,Books,North America,0.1826,1.08,197.21,Jun-2024
75,0.22,635.12,43,163,0.26,Electronics,Europe,0.0351,0.9,31.59,Oct-2024
86,0.04,770.26,30,126,0.24,Toys,North America,0.1111,0.41,45.55,Jan-2024
60,0.0,1482.3,2,423,0.0,Home Appliances,Asia,0.1688,0.32,54.02,Jul-2024
62,0.17,84.51,34,452,0.08,Books,Europe,0.1627,0.74,120.4,Oct-2024
67,0.11,359.56,36,75,0.48,Toys,Asia,0.1987,0.95,188.76,Jun-2024
73,0.05,1041.5,11,189,0.06,Toys,Europe,0.1542,1.2,185.04,Aug-2024
62,0.08,337.71,2,394,0.01,Books,Europe,0.1868,1.87,349.32,Nov-2024
64,0.0,672.2,47,217,0.22,Books,Europe,0.0788,1.48,116.62,May-2024
76,0.24,278.84,29,42,0.69,Electronics,Europe,0.1171,0.31,36.3,Jun-2024
60,0.17,101.74,43,22,1.95,Home Appliances,Asia,0.0917,0.5,45.85,Jan-2024
82,0.15,586.45,9,178,0.05,Clothing,North America,0.0988,1.89,186.73,Mar-2024
77,0.14,695.53,15,157,0.1,Electronics,Europe,0.1985,0.37,73.44,Sep-2024
81,0.29,925.1,11,301,0.04,Home Appliances,North America,0.1248,1.82,227.14,Nov-2024
85,0.16,731.3,44,370,0.12,Clothing,North America,0.1238,1.59,196.84,Mar-2024
77,0.08,422.78,18,271,0.07,Electronics,Europe,0.1019,0.3,30.57,Feb-2024
77,0.02,69.09,44,479,0.09,Electronics,Europe,0.1785,0.59,105.32,Jan-2024
61,0.27,416.74,38,451,0.08,Home Appliances,Asia,0.0148,1.46,21.61,Feb-2024
72,0.11,879.14,35,479,0.07,Electronics,Asia,0.0815,0.31,25.26,Jun-2024
69,0.04,1027.01,27,323,0.08,Toys,Asia,0.0328,0.77,25.26,Nov-2024
80,0.07,526.19,1,257,0.0,Home Appliances,North America,0.1712,0.89,152.37,Jun-2024
58,0.17,496.95,32,496,0.06,Books,Asia,0.0552,1.95,107.64,Jul-2024
74,0.19,649.9,41,298,0.14,Toys,Europe,0.0569,0.55,31.3,Dec-2023
74,0.14,87.17,48,260,0.18,Books,North America,0.111,0.73,81.03,Mar-2024
93,0.28,600.28,3,190,0.02,Electronics,North America,0.0343,0.66,22.64,Jan-2024
74,0.06,314.82,38,181,0.21,Books,North America,0.1237,1.24,153.39,May-2024
66,0.07,174.17,8,319,0.03,Toys,Asia,0.1909,1.11,211.9,Mar-2024
80,0.28,801.88,27,493,0.05,Home Appliances,North America,0.1977,0.33,65.24,Oct-2024
62,0.28,301.36,26,412,0.06,Books,Europe,0.05,0.54,27.0,Apr-2024
74,0.22,315.75,25,36,0.69,Books,North America,0.057,0.46,26.22,May-2024
72,0.07,359.43,1,301,0.0,Clothing,Europe,0.0919,0.71,65.25,Mar-2024
64,0.17,357.81,4,297,0.01,Books,Europe,0.0422,1.73,73.01,May-2024
62,0.11,372.25,46,64,0.72,Clothing,Asia,0.1204,0.33,39.73,Feb-2024
80,0.25,1141.35,35,31,1.13,Electronics,Europe,0.08,1.65,132.0,Aug-2024
66,0.05,82.04,4,317,0.01,Home Appliances,Europe,0.0735,0.24,17.64,Jun-2024
59,0.12,714.56,9,109,0.08,Books,Asia,0.0744,0.93,69.19,Sep-2024
82,0.19,157.62,36,217,0.17,Clothing,North America,0.0352,1.55,54.56,May-2024
64,0.3,171.02,1,28,0.04,Clothing,Asia,0.0809,1.35,109.22,Jan-2024
85,0.21,312.01,1,107,0.01,Clothing,North America,0.0199,0.6,11.94,Mar-2024
66,0.1,368.74,0,405,0.0,Toys,Asia,0.1353,0.25,33.83,Dec-2023
64,0.04,332.2,28,465,0.06,Home Appliances,Asia,0.1546,0.4,61.84,Jan-2024
68,0.06,321.91,26,235,0.11,Home Appliances,Europe,0.1018,0.23,23.41,Oct-2024
70,0.14,1064.54,33,426,0.08,Home Appliances,Europe,0.0776,1.6,124.16,Feb-2024
71,0.09,507.96,39,293,0.13,Clothing,Europe,0.1459,0.58,84.62,Jun-2024
66,0.18,139.4,34,104,0.33,Home Appliances,Europe,0.1398,0.93,130.01,Nov-2024
69,0.15,1236.98,18,189,0.1,Home Appliances,Europe,0.0505,1.67,84.34,Jun-2024
70,0.04,289.71,44,259,0.17,Electronics,Asia,0.109,1.22,132.98,Jul-2024
61,0.19,27.49,12,448,0.03,Home Appliances,Asia,0.0253,0.37,9.36,Jan-2024
67,0.28,898.44,1,82,0.01,Books,Europe,0.0911,1.53,139.38,Oct-2024
69,0.1,112.4,25,139,0.18,Home Appliances,Europe,0.1243,1.61,200.12,Jan-2024
61,0.2,270.94,43,223,0.19,Home Appliances,Asia,0.1358,0.37,50.25,Apr-2024
84,0.29,230.08,13,256,0.05,Clothing,North America,0.1059,1.32,139.79,Mar-2024
63,0.3,222.05,21,380,0.06,Home Appliances,Asia,0.0851,1.23,104.67,Jun-2024
58,0.09,87.77,10,459,0.02,Books,Asia,0.0255,1.28,32.64,Mar-2024
73,0.1,1188.32,16,284,0.06,Electronics,Asia,0.0618,1.46,90.23,Dec-2023
74,0.28,143.14,35,159,0.22,Toys,Europe,0.1167,0.38,44.35,Jul-2024
66,0.1,212.16,16,175,0.09,Toys,Asia,0.1836,0.9,165.24,Sep-2024
63,0.02,1129.78,34,489,0.07,Home Appliances,Asia,0.1432,1.12,160.38,Jul-2024
68,0.21,645.97,20,132,0.15,Home Appliances,Europe,0.084,1.77,148.68,Jul-2024
69,0.15,1238.92,24,50,0.48,Toys,Asia,0.1646,0.59,97.11,Aug-2024
67,0.13,532.47,3,70,0.04,Clothing,Asia,0.0269,1.11,29.86,Sep-2024
83,0.23,821.77,28,23,1.22,Home Appliances,North America,0.0278,0.99,27.52,Jun-2024
93,0.1,833.73,11,143,0.08,Electronics,North America,0.129,0.76,98.04,Oct-2024
80,0.23,1092.11,26,247,0.11,Books,North America,0.1811,1.27,230.0,Jan-2024
89,0.1,478.91,34,454,0.07,Toys,North America,0.109,1.91,208.19,Jul-2024
85,0.01,610.26,15,498,0.03,Clothing,North America,0.0457,0.98,44.79,Apr-2024
74,0.18,295.36,39,305,0.13,Toys,Europe,0.1565,0.17,26.61,Jan-2024
84,0.24,111.0,11,285,0.04,Clothing,North America,0.1074,1.12,120.29,Jan-2024
63,0.08,577.76,16,220,0.07,Home Appliances,Asia,0.0685,1.71,117.14,Mar-2024
74,0.18,155.56,32,43,0.74,Toys,Europe,0.1468,0.24,35.23,Apr-2024
69,0.2,315.39,31,386,0.08,Toys,Asia,0.1818,1.37,249.07,Jan-2024
79,0.18,582.7,41,326,0.13,Books,North America,0.0322,1.73,55.71,Sep-2024
87,0.17,618.44,7,141,0.05,Clothing,North America,0.1825,0.76,138.7,Jun-2024
64,0.12,128.35,18,262,0.07,Books,Europe,0.1368,1.14,155.95,Jul-2024
64,0.07,116.51,17,32,0.53,Clothing,Asia,0.0373,0.23,8.58,Oct-2024
71,0.01,183.02,45,294,0.15,Clothing,Europe,0.0563,1.35,76.01,Jul-2024
92,0.17,887.93,11,345,0.03,Toys,North America,0.16,1.99,318.4,Dec-2023
66,0.0,616.42,30,260,0.12,Clothing,Asia,0.1144,0.26,29.74,Dec-2023
74,0.23,117.13,34,494,0.07,Toys,Europe,0.1965,1.12,220.08,Mar-2024
59,0.14,358.04,34,228,0.15,Books,Asia,0.0879,1.44,126.58,Jan-2024
67,0.26,1072.06,13,365,0.04,Books,Europe,0.1542,0.46,70.93,Aug-2024
69,0.14,155.59,41,211,0.19,Toys,Asia,0.0816,0.74,60.38,Mar-2024
64,0.04,151.34,26,350,0.07,Clothing,Asia,0.1076,1.53,164.63,Jun-2024
74,0.14,1165.18,3,163,0.02,Electronics,Asia,0.0189,1.77,33.45,Sep-2024
79,0.2,1166.72,21,392,0.05,Toys,Europe,0.07,0.48,33.6,Sep-2024
81,0.01,1337.96,25,253,0.1,Electronics,Europe,0.096,0.37,35.52,Aug-2024
81,0.09,856.78,44,92,0.48,Electronics,Europe,0.0332,1.27,42.16,Apr-2024
68,0.27,63.75,30,435,0.07,Books,Europe,0.1421,0.1,14.21,Sep-2024
91,0.13,774.2,8,239,0.03,Toys,North America,0.1316,0.25,32.9,Oct-2024
74,0.23,267.54,44,386,0.11,Electronics,Asia,0.1723,0.94,161.96,Aug-2024
63,0.23,68.98,13,11,1.18,Home Appliances,Asia,0.154,0.77,118.58,May-2024
66,0.12,52.86,28,281,0.1,Books,Europe,0.1051,1.36,142.94,Apr-2024
62,0.17,745.43,31,106,0.29,Books,Asia,0.1808,1.92,347.14,May-2024
